timestamp_s,x,y,z
1403638133.141268730,4.597831,-1.819863,1.111250
1403638133.191268921,4.596831,-1.821766,1.108336
1403638133.341268778,4.623972,-1.832180,1.083377
1403638133.491268873,4.636022,-1.843018,1.050371
1403638133.540268898,4.652105,-1.853878,1.038039
1403638133.594268799,4.662169,-1.863359,1.025201
1403638133.640268803,4.674075,-1.874093,1.014404
1403638133.740268707,4.699361,-1.902842,0.994269
1403638133.793268919,4.711814,-1.920403,0.984833
1403638133.840268850,4.724458,-1.937689,0.976455
1403638133.894268751,4.749431,-1.961333,0.965961
1403638133.940268755,4.758541,-1.976634,0.958210
1403638133.991268873,4.765515,-1.991466,0.949419
1403638134.042268753,4.771518,-2.003277,0.940442
1403638134.091268778,4.778786,-2.012136,0.931886
1403638134.140268803,4.785523,-2.017289,0.924211
1403638134.192268848,4.791295,-2.017411,0.918188
1403638134.240268707,4.797969,-2.013307,0.914012
1403638134.290268898,4.800955,-2.002873,0.911656
1403638134.340268850,4.799327,-1.985633,0.911069
1403638134.390268803,4.799541,-1.966680,0.911305
1403638134.493268728,4.798208,-1.925239,0.913957
1403638134.540268898,4.797417,-1.903256,0.915520
1403638134.592268705,4.796766,-1.877916,0.916994
1403638134.644268751,4.793502,-1.850654,0.918426
1403638134.693268776,4.780120,-1.821654,0.920778
1403638134.794268847,4.769253,-1.776965,0.922889
1403638134.844268799,4.760137,-1.755701,0.924338
1403638134.890268803,4.750438,-1.736101,0.926481
1403638134.942268848,4.739975,-1.715661,0.929033
1403638134.993268728,4.729227,-1.696094,0.932253
1403638135.040268898,4.717082,-1.677582,0.936254
1403638135.092268705,4.689767,-1.654704,0.943617
1403638135.141268730,4.677286,-1.640168,0.948181
1403638135.241268873,4.656355,-1.616283,0.953058
1403638135.290268898,4.647362,-1.605484,0.953433
1403638135.342268705,4.638896,-1.595640,0.952145
1403638135.393268824,4.631415,-1.588606,0.949430
1403638135.441268921,4.621125,-1.583534,0.946692
1403638135.541268826,4.618184,-1.588502,0.936475
1403638135.592268705,4.618174,-1.595640,0.930415
1403638135.642268896,4.618615,-1.604590,0.924598
1403638135.740268707,4.625103,-1.625368,0.915152
1403638135.792268753,4.639706,-1.640408,0.912112
1403638135.842268705,4.646651,-1.653973,0.912139
1403638135.892268896,4.653712,-1.670094,0.912048
1403638135.940268755,4.662915,-1.688723,0.910958
1403638135.992268801,4.669725,-1.707727,0.909334
1403638136.043268919,4.675656,-1.726007,0.907539
1403638136.094268799,4.688396,-1.746041,0.905657
1403638136.141268730,4.691507,-1.761136,0.906873
1403638136.194268703,4.694271,-1.778031,0.911051
1403638136.242268801,4.710231,-1.800059,0.916205
1403638136.339268923,4.710114,-1.836959,0.934751
1403638136.393268824,4.727548,-1.866104,0.941198
1403638136.443268776,4.736565,-1.890825,0.944856
1403638136.543268919,4.747830,-1.932574,0.943974
1403638136.593268871,4.754039,-1.950773,0.939885
1403638136.643268824,4.757373,-1.965264,0.935736
1403638136.693268776,4.759855,-1.976785,0.932641
1403638136.739268780,4.762137,-1.984099,0.931599
1403638136.791268826,4.763151,-1.987517,0.933781
1403638136.842268705,4.761764,-1.986828,0.938049
1403638136.891268730,4.754911,-1.981277,0.943496
1403638136.941268921,4.747164,-1.972991,0.950263
1403638137.041268826,4.731078,-1.949930,0.964038
1403638137.091268778,4.722650,-1.937238,0.968339
1403638137.141268730,4.712993,-1.923823,0.968891
1403638137.192268848,4.701389,-1.908686,0.965395
1403638137.443268776,4.638078,-1.827201,0.898734
1403638137.543268919,4.627401,-1.807984,0.859735
1403638137.593268871,4.619254,-1.799720,0.840453
1403638137.643268824,4.612702,-1.792695,0.821213
1403638137.690268755,4.602682,-1.784232,0.804619
1403638137.741268873,4.599192,-1.778092,0.787513
1403638137.792268753,4.595817,-1.771948,0.771576
1403638137.841268778,4.593280,-1.767358,0.758217
1403638137.890268803,4.590264,-1.764316,0.745823
1403638137.941268921,4.587841,-1.763222,0.735191
1403638137.991268873,4.586313,-1.763061,0.725713
1403638138.040268898,4.585100,-1.762656,0.717654
1403638138.090268850,4.582586,-1.760734,0.711334
1403638138.142268896,4.582409,-1.758746,0.705887
1403638138.242268801,4.580739,-1.754133,0.698605
1403638138.293268919,4.580489,-1.753470,0.695732
1403638138.343268871,4.578879,-1.754002,0.693905
1403638138.392268896,4.578737,-1.756668,0.692737
1403638138.443268776,4.578933,-1.758055,0.690714
1403638138.543268919,4.576787,-1.759921,0.688772
1403638138.596268892,4.576165,-1.761240,0.688130
1403638138.643268824,4.574627,-1.762131,0.687514
1403638138.692268848,4.574567,-1.762262,0.687463
1403638138.743268728,4.574597,-1.762191,0.687474
1403638138.792268753,4.574584,-1.762189,0.687401
1403638138.842268705,4.574525,-1.762299,0.687304
1403638138.892268896,4.574538,-1.762251,0.687277
1403638138.994268894,4.574543,-1.762209,0.687213
1403638139.043268919,4.574517,-1.762254,0.687164
1403638139.095268726,4.574575,-1.762118,0.687192
1403638139.143268824,4.574625,-1.762023,0.687271
1403638139.194268703,4.574569,-1.762135,0.687197
1403638139.294268847,4.574598,-1.762071,0.687224
1403638139.344268799,4.574596,-1.762070,0.687206
1403638139.394268751,4.574559,-1.762151,0.687176
1403638139.446268797,4.574595,-1.762080,0.687225
1403638139.496268749,4.574596,-1.762072,0.687213
1403638139.642268896,4.574593,-1.762070,0.687192
1403638139.742268801,4.574582,-1.762111,0.687220
1403638139.794268847,4.574591,-1.762098,0.687241
1403638139.846268892,4.574584,-1.762118,0.687244
1403638139.897268772,4.574596,-1.762089,0.687252
1403638139.944268703,4.574604,-1.762081,0.687278
1403638139.995268822,4.574609,-1.762071,0.687283
1403638140.045268774,4.574595,-1.762098,0.687262
1403638140.097268820,4.574608,-1.762079,0.687298
1403638140.144268751,4.574619,-1.762058,0.687315
1403638140.194268703,4.574600,-1.762083,0.687259
1403638140.244268894,4.574601,-1.762085,0.687268
1403638140.296268940,4.574620,-1.762048,0.687297
1403638140.342268705,4.574619,-1.762056,0.687305
1403638140.394268751,4.574610,-1.762076,0.687302
1403638140.443268776,4.574616,-1.762052,0.687284
1403638140.494268894,4.574620,-1.762053,0.687306
1403638140.544268847,4.574608,-1.762083,0.687305
1403638140.595268726,4.574604,-1.762082,0.687282
1403638140.644268751,4.574609,-1.762071,0.687285
1403638140.696268797,4.574616,-1.762052,0.687283
1403638140.793268919,4.574623,-1.762044,0.687307
1403638140.844268799,4.574608,-1.762073,0.687284
1403638140.893268824,4.574623,-1.762036,0.687285
1403638140.942268848,4.574613,-1.762070,0.687306
1403638140.993268728,4.574616,-1.762054,0.687284
1403638141.043268919,4.574606,-1.762085,0.687298
1403638141.094268799,4.574613,-1.762061,0.687285
1403638141.144268751,4.574627,-1.762043,0.687323
1403638141.194268703,4.574629,-1.762019,0.687286
1403638141.244268894,4.574626,-1.762027,0.687283
1403638141.295268774,4.574627,-1.762026,0.687289
1403638141.346268892,4.574625,-1.762041,0.687308
1403638141.396268845,4.574609,-1.762070,0.687284
1403638141.445268869,4.574605,-1.762079,0.687275
1403638141.545268774,4.574640,-1.762013,0.687332
1403638141.595268726,4.574630,-1.762027,0.687306
1403638141.645268917,4.574614,-1.762058,0.687284
1403638141.745268822,4.574625,-1.762040,0.687306
1403638141.796268940,4.574630,-1.762031,0.687316
1403638141.845268726,4.574627,-1.762027,0.687292
1403638141.896268845,4.574610,-1.762068,0.687285
1403638141.946268797,4.574630,-1.762033,0.687319
1403638141.996268749,4.574629,-1.762037,0.687324
1403638142.046268940,4.574621,-1.762042,0.687285
1403638142.095268726,4.574599,-1.762096,0.687282
1403638142.143268824,4.574621,-1.762052,0.687309
1403638142.242268801,4.574604,-1.762095,0.687307
1403638142.295268774,4.574602,-1.762089,0.687283
1403638142.342268705,4.574611,-1.762065,0.687284
1403638142.393268824,4.574621,-1.762062,0.687331
1403638142.442268848,4.574609,-1.762086,0.687315
1403638142.543268919,4.574615,-1.762066,0.687309
1403638142.592268705,4.574628,-1.762033,0.687307
1403638142.642268896,4.574619,-1.762050,0.687295
1403638142.692268848,4.574612,-1.762070,0.687297
1403638142.744268894,4.574622,-1.762039,0.687287
1403638142.794268847,4.574623,-1.762056,0.687331
1403638142.844268799,4.574604,-1.762096,0.687308
1403638142.894268751,4.574629,-1.762022,0.687287
1403638142.993268728,4.574625,-1.762031,0.687286
1403638143.047268867,4.574628,-1.762031,0.687308
1403638143.095268726,4.574618,-1.762052,0.687290
1403638143.144268751,4.574625,-1.762039,0.687306
1403638143.195268869,4.574636,-1.762003,0.687286
1403638143.244268894,4.574619,-1.762053,0.687303
1403638143.296268940,4.574617,-1.762052,0.687290
1403638143.345268726,4.574614,-1.762075,0.687318
1403638143.396268845,4.574615,-1.762072,0.687321
1403638143.446268797,4.574624,-1.762026,0.687269
1403638143.547268867,4.574593,-1.762112,0.687283
1403638143.644268751,4.574620,-1.762042,0.687284
1403638143.694268703,4.574628,-1.762021,0.687286
1403638143.742268801,4.574626,-1.762022,0.687276
1403638143.793268919,4.574624,-1.762040,0.687300
1403638143.844268799,4.574623,-1.762035,0.687286
1403638143.893268824,4.574626,-1.762031,0.687292
1403638143.944268703,4.574627,-1.762028,0.687291
1403638143.994268894,4.574621,-1.762052,0.687309
1403638144.044268847,4.574631,-1.762037,0.687334
1403638144.095268726,4.574623,-1.762035,0.687288
1403638144.146268845,4.574636,-1.762004,0.687289
1403638144.194268703,4.574629,-1.762029,0.687309
1403638144.298268795,4.574620,-1.762046,0.687293
1403638144.342268705,4.574629,-1.762014,0.687272
1403638144.396268845,4.574623,-1.762046,0.687310
1403638144.445268869,4.574619,-1.762045,0.687286
1403638144.497268915,4.574641,-1.761999,0.687307
1403638144.546268940,4.574610,-1.762068,0.687285
1403638144.598268747,4.574643,-1.761992,0.687308
1403638144.644268751,4.574609,-1.762071,0.687287
1403638144.742268801,4.574614,-1.762064,0.687295
1403638144.793268919,4.574618,-1.762053,0.687298
1403638144.844268799,4.574635,-1.762014,0.687309
1403638144.895268917,4.574601,-1.762113,0.687333
1403638144.945268869,4.574624,-1.762040,0.687304
1403638145.044268847,4.574614,-1.762068,0.687307
1403638145.095268726,4.574629,-1.762030,0.687310
1403638145.143268824,4.574621,-1.762049,0.687308
1403638145.195268869,4.574628,-1.762033,0.687308
1403638145.246268749,4.574622,-1.762039,0.687288
1403638145.346268892,4.574628,-1.762026,0.687296
1403638145.396268845,4.574616,-1.762063,0.687304
1403638145.497268915,4.574624,-1.762033,0.687285
1403638145.543268919,4.574617,-1.762049,0.687278
1403638145.596268892,4.574622,-1.762047,0.687309
1403638145.694268703,4.574617,-1.762068,0.687321
1403638145.794268847,4.574619,-1.762063,0.687325
1403638145.846268892,4.574632,-1.762023,0.687313
1403638145.896268845,4.574622,-1.762058,0.687330
1403638145.946268797,4.574628,-1.762035,0.687311
1403638146.046268940,4.574625,-1.762051,0.687329
1403638146.096268892,4.574619,-1.762056,0.687310
1403638146.142268896,4.574617,-1.762068,0.687325
1403638146.192268848,4.574628,-1.762035,0.687310
1403638146.242268801,4.574620,-1.762064,0.687333
1403638146.292268753,4.574631,-1.762036,0.687333
1403638146.343268871,4.574623,-1.762057,0.687330
1403638146.395268917,4.574626,-1.762058,0.687351
1403638146.446268797,4.574627,-1.762055,0.687351
1403638146.543268919,4.574633,-1.762039,0.687347
1403638146.595268726,4.574634,-1.762050,0.687378
1403638146.645268917,4.574639,-1.762031,0.687366
1403638146.696268797,4.574635,-1.762043,0.687369
1403638146.794268847,4.574641,-1.762032,0.687380
1403638146.845268726,4.574644,-1.762028,0.687388
1403638146.895268917,4.574648,-1.762021,0.687394
1403638146.943268776,4.574641,-1.762032,0.687379
1403638146.992268801,4.574643,-1.762036,0.687400
1403638147.042268753,4.574643,-1.762038,0.687402
1403638147.093268871,4.574645,-1.762033,0.687402
1403638147.142268896,4.574650,-1.762031,0.687427
1403638147.192268848,4.574649,-1.762025,0.687413
1403638147.292268753,4.574684,-1.761926,0.687394
1403638147.343268871,4.574697,-1.761879,0.687366
1403638147.393268824,4.574719,-1.761821,0.687361
1403638147.443268776,4.574715,-1.761834,0.687364
1403638147.544268847,4.574732,-1.761807,0.687402
1403638147.595268726,4.574720,-1.761838,0.687407
1403638147.645268917,4.574723,-1.761839,0.687423
1403638147.743268728,4.574613,-1.762160,0.687502
1403638147.794268847,4.574596,-1.762227,0.687552
1403638147.842268705,4.574580,-1.762270,0.687552
1403638147.896268845,4.574686,-1.761959,0.687474
1403638147.944268703,4.574743,-1.761842,0.687540
1403638148.044268847,4.576199,-1.761172,0.688175
1403638148.096268892,4.576783,-1.760131,0.689211
1403638148.144268751,4.578608,-1.759139,0.691233
1403638148.195268869,4.581137,-1.757263,0.695338
1403638148.295268774,4.588031,-1.751421,0.709645
1403638148.346268892,4.592160,-1.748096,0.720037
1403638148.394268751,4.595726,-1.744297,0.732639
1403638148.446268797,4.600912,-1.740777,0.749419
1403638148.497268915,4.605640,-1.737308,0.770678
1403638148.545268774,4.610568,-1.734197,0.794809
1403638148.644268751,4.617242,-1.727413,0.844757
1403638148.694268703,4.620492,-1.723482,0.865225
1403638148.743268728,4.623794,-1.719529,0.878697
1403638148.794268847,4.627360,-1.715601,0.886432
1403638148.844268799,4.632190,-1.711913,0.888249
1403638148.894268751,4.635726,-1.707482,0.886383
1403638148.996268749,4.645036,-1.697677,0.880904
1403638149.046268940,4.649364,-1.691601,0.880657
1403638149.094268799,4.652367,-1.684449,0.883720
1403638149.144268751,4.657046,-1.676746,0.889995
1403638149.193268776,4.662197,-1.668560,0.898783
1403638149.243268728,4.668030,-1.659646,0.911202
1403638149.296268940,4.673754,-1.649288,0.927736
1403638149.394268751,4.686206,-1.628913,0.963614
1403638149.444268703,4.691358,-1.617146,0.982688
1403638149.544268847,4.703075,-1.593813,1.017859
1403638149.594268799,4.708744,-1.581771,1.033801
1403638149.644268751,4.715152,-1.570073,1.048545
1403638149.695268869,4.720566,-1.557712,1.062529
1403638149.746268749,4.725796,-1.545307,1.075185
1403638149.846268892,4.736420,-1.521159,1.095065
1403638149.897268772,4.741050,-1.508705,1.102722
1403638149.995268822,4.749482,-1.484811,1.113563
1403638150.045268774,4.753549,-1.472673,1.117133
1403638150.096268892,4.757553,-1.460295,1.119468
1403638150.143268824,4.761101,-1.448949,1.120471
1403638150.194268703,4.763862,-1.436354,1.120400
1403638150.296268940,4.770211,-1.410370,1.115863
1403638150.344268799,4.771543,-1.397545,1.111532
1403638150.395268917,4.773008,-1.383654,1.105524
1403638150.445268869,4.773360,-1.369512,1.098398
1403638150.495268822,4.769862,-1.353778,1.090352
1403638150.543268919,4.768113,-1.338958,1.082052
1403638150.596268892,4.766844,-1.321681,1.072139
1403638150.644268751,4.765475,-1.304942,1.063583
1403638150.743268728,4.761730,-1.268491,1.051628
1403638150.792268753,4.759539,-1.248145,1.048475
1403638150.843268871,4.756924,-1.225980,1.047661
1403638150.894268751,4.747934,-1.201045,1.049660
1403638150.944268703,4.746771,-1.177942,1.052786
1403638151.044268847,4.744640,-1.127274,1.064200
1403638151.093268871,4.743320,-1.100559,1.071413
1403638151.142268896,4.741864,-1.073488,1.077862
1403638151.193268776,4.741355,-1.045556,1.082940
1403638151.296268940,4.731484,-0.984391,1.090160
1403638151.343268871,4.729151,-0.956319,1.091364
1403638151.397268772,4.727434,-0.923640,1.091048
1403638151.446268797,4.723913,-0.893366,1.089400
1403638151.495268822,4.721271,-0.862213,1.086352
1403638151.547268867,4.718416,-0.830651,1.082295
1403638151.596268892,4.705541,-0.797167,1.078687
1403638151.695268869,4.697267,-0.732609,1.073498
1403638151.743268728,4.690846,-0.701396,1.073319
1403638151.796268940,4.684970,-0.666106,1.074840
1403638151.844268799,4.678589,-0.633715,1.077859
1403638151.895268917,4.673480,-0.598846,1.082551
1403638151.994268894,4.653672,-0.531134,1.097490
1403638152.042268753,4.641177,-0.496854,1.107774
1403638152.093268871,4.634728,-0.461442,1.119654
1403638152.144268751,4.626062,-0.426482,1.133086
1403638152.195268869,4.617311,-0.390513,1.147992
1403638152.295268774,4.586807,-0.318076,1.177111
1403638152.343268871,4.575876,-0.282665,1.188833
1403638152.395268917,4.565676,-0.245662,1.199475
1403638152.445268869,4.554045,-0.208334,1.208075
1403638152.495268822,4.543021,-0.170323,1.214877
1403638152.542268753,4.530474,-0.134888,1.219623
1403638152.594268799,4.517622,-0.096038,1.222675
1403638152.644268751,4.490346,-0.057191,1.224632
1403638152.695268869,4.477615,-0.016989,1.224018
1403638152.794268847,4.448910,0.061543,1.219885
1403638152.844268799,4.433908,0.101996,1.216314
1403638152.895268917,4.417459,0.144112,1.212587
1403638152.944268703,4.400728,0.184779,1.209970
1403638153.044268847,4.352289,0.269380,1.211610
1403638153.097268820,4.334539,0.313383,1.215677
1403638153.145268917,4.317545,0.355822,1.221208
1403638153.196268797,4.300191,0.398960,1.229163
1403638153.245268822,4.282409,0.442840,1.239102
1403638153.295268774,4.263211,0.486876,1.250974
1403638153.345268726,4.231606,0.529782,1.264411
1403638153.395268917,4.213334,0.574133,1.276466
1403638153.496268749,4.176800,0.663952,1.296368
1403638153.547268867,4.158379,0.710290,1.304294
1403638153.644268751,4.111469,0.797768,1.317129
1403638153.697268724,4.091474,0.847916,1.323391
1403638153.744268894,4.071936,0.892860,1.329995
1403638153.794268847,4.052039,0.941661,1.338740
1403638153.845268726,4.030076,0.992166,1.349417
1403638153.895268917,4.008409,1.042753,1.361317
1403638153.944268703,3.985959,1.093359,1.373165
1403638153.995268822,3.963532,1.144636,1.383759
1403638154.046268940,3.931089,1.195151,1.393181
1403638154.097268820,3.906097,1.249052,1.400827
1403638154.145268917,3.881081,1.300186,1.406643
1403638154.199268818,3.854416,1.356585,1.411269
1403638154.294268847,3.803155,1.458581,1.415300
1403638154.343268871,3.775805,1.509230,1.415402
1403638154.392268896,3.747376,1.562914,1.414353
1403638154.443268776,3.718385,1.615560,1.412013
1403638154.543268919,3.654196,1.715910,1.404724
1403638154.594268799,3.622957,1.766995,1.399699
1403638154.643268824,3.591665,1.816165,1.393736
1403638154.694268703,3.559390,1.863187,1.387018
1403638154.796268940,3.488121,1.954069,1.374530
1403638154.842268705,3.456493,1.995286,1.370954
1403638154.895268917,3.421541,2.040883,1.368990
1403638154.944268703,3.387683,2.081361,1.369097
1403638154.994268894,3.352768,2.122351,1.371246
1403638155.044268847,3.317018,2.161575,1.375059
1403638155.095268726,3.273823,2.196376,1.380635
1403638155.147268772,3.236672,2.233576,1.388010
1403638155.195268869,3.199442,2.269763,1.396996
1403638155.295268774,3.121408,2.341997,1.420287
1403638155.392268896,3.041912,2.408127,1.443698
1403638155.444268703,2.991651,2.435813,1.454478
1403638155.543268919,2.907148,2.498107,1.470027
1403638155.644268751,2.817809,2.558555,1.479193
1403638155.693268776,2.773411,2.587612,1.481316
1403638155.743268728,2.718107,2.603901,1.481916
1403638155.794268847,2.670840,2.629600,1.481199
1403638155.844268799,2.624655,2.653224,1.479154
1403638155.896268845,2.578113,2.677662,1.476189
1403638155.942268848,2.532813,2.695867,1.472190
1403638155.995268822,2.484065,2.716448,1.466873
1403638156.043268919,2.437474,2.732844,1.460928
1403638156.093268871,2.391472,2.749271,1.454176
1403638156.144268751,2.333542,2.751456,1.447866
1403638156.195268869,2.286932,2.766895,1.442473
1403638156.294268847,2.195850,2.791410,1.437239
1403638156.343268871,2.150171,2.802840,1.437599
1403638156.394268751,2.104734,2.814728,1.440227
1403638156.446268797,2.050379,2.813929,1.445148
1403638156.546268940,1.961807,2.837766,1.457325
1403638156.594268799,1.917536,2.848674,1.462758
1403638156.646268845,1.873027,2.862661,1.466821
1403638156.697268724,1.827151,2.875610,1.469236
1403638156.742268801,1.785322,2.886498,1.470019
1403638156.795268774,1.733554,2.893419,1.469267
1403638156.846268892,1.689281,2.907903,1.466916
1403638156.898268938,1.643768,2.924655,1.463406
1403638156.994268894,1.557021,2.958030,1.452238
1403638157.043268919,1.513090,2.976131,1.445095
1403638157.095268726,1.466946,2.994530,1.436986
1403638157.142268896,1.423187,3.012093,1.429684
1403638157.194268703,1.376694,3.034571,1.423380
1403638157.295268774,1.286143,3.079281,1.416360
1403638157.343268871,1.241599,3.101791,1.415293
1403638157.395268917,1.193456,3.127076,1.415991
1403638157.445268869,1.147077,3.152966,1.418449
1403638157.548268795,1.055446,3.216637,1.428038
1403638157.594268799,1.012224,3.244243,1.433661
1403638157.644268751,0.963878,3.272595,1.439004
1403638157.743268728,0.873219,3.346654,1.445160
1403638157.794268847,0.823889,3.378718,1.446203
1403638157.844268799,0.775232,3.409701,1.446109
1403638157.895268917,0.725681,3.441025,1.445462
1403638157.944268703,0.677225,3.471271,1.445505
1403638157.994268894,0.627679,3.503967,1.447131
1403638158.044268847,0.578385,3.534791,1.450852
1403638158.095268726,0.527454,3.564057,1.456689
1403638158.146268845,0.477343,3.597433,1.464699
1403638158.196268797,0.429861,3.647803,1.473851
1403638158.296268940,0.328824,3.703559,1.491719
1403638158.346268892,0.280185,3.731633,1.498534
1403638158.396268845,0.230695,3.759063,1.504016
1403638158.444268703,0.183482,3.786687,1.507684
1403638158.494268894,0.133760,3.813780,1.510076
1403638158.542268753,0.087104,3.841134,1.511138
1403638158.592268705,0.037622,3.892940,1.511434
1403638158.643268824,-0.010947,3.920109,1.510696
1403638158.743268728,-0.108323,3.972657,1.506761
1403638158.795268774,-0.156981,3.997057,1.503492
1403638158.844268799,-0.204421,4.021948,1.499773
1403638158.895268917,-0.252637,4.074314,1.496147
1403638158.944268703,-0.299706,4.098190,1.492711
1403638159.043268919,-0.392948,4.147552,1.488214
1403638159.096268892,-0.442291,4.170740,1.488596
1403638159.145268917,-0.488062,4.195841,1.490712
1403638159.196268797,-0.535748,4.218253,1.494721
1403638159.242268801,-0.584816,4.275330,1.500329
1403638159.295268774,-0.635277,4.300465,1.508816
1403638159.343268871,-0.681148,4.327834,1.517457
1403638159.444268703,-0.781088,4.381948,1.533390
1403638159.495268822,-0.830977,4.409357,1.538970
1403638159.543268919,-0.876743,4.438175,1.542563
1403638159.593268871,-0.933838,4.506176,1.545520
1403638159.743268728,-1.077654,4.598273,1.551635
1403638159.794268847,-1.124414,4.629208,1.556788
1403638159.843268871,-1.166617,4.659912,1.563741
1403638159.895268917,-1.207902,4.691597,1.573122
1403638159.943268776,-1.255769,4.764713,1.584902
1403638160.044268847,-1.323971,4.831717,1.615031
1403638160.093268871,-1.353804,4.859353,1.632423
1403638160.142268896,-1.381013,4.890622,1.652323
1403638160.193268776,-1.407585,4.929097,1.675772
1403638160.243268728,-1.427794,4.956714,1.700494
1403638160.293268919,-1.456706,5.021097,1.729071
1403638160.346268892,-1.474002,5.051068,1.759727
1403638160.396268845,-1.491245,5.082884,1.791750
1403638160.495268822,-1.518765,5.140506,1.858588
1403638160.543268919,-1.531585,5.165505,1.893785
1403638160.594268799,-1.546008,5.192702,1.931977
1403638160.645268917,-1.565981,5.252402,1.971890
1403638160.697268724,-1.579200,5.282645,2.009779
1403638160.794268847,-1.605049,5.338335,2.076679
1403638160.847268820,-1.618843,5.367309,2.109440
1403638160.899268866,-1.633793,5.397956,2.141516
1403638160.943268776,-1.647257,5.426383,2.168433
1403638160.995268822,-1.670920,5.487688,2.201400
1403638161.045268774,-1.684273,5.516938,2.228732
1403638161.096268892,-1.697515,5.547218,2.255750
1403638161.194268703,-1.721931,5.606586,2.305867
1403638161.245268822,-1.733486,5.637439,2.330745
1403638161.297268867,-1.743504,5.667747,2.354885
1403638161.346268892,-1.762817,5.731521,2.383064
1403638161.395268917,-1.770593,5.760515,2.405682
1403638161.446268797,-1.777382,5.790817,2.428279
1403638161.542268753,-1.787354,5.850708,2.470676
1403638161.643268824,-1.801850,5.937994,2.517126
1403638161.743268728,-1.804292,5.994105,2.555653
1403638161.794268847,-1.804866,6.023601,2.573506
1403638161.845268726,-1.805252,6.054445,2.589852
1403638161.895268917,-1.804812,6.083790,2.603966
1403638161.944268703,-1.804617,6.115426,2.616593
1403638162.045268774,-1.811265,6.210090,2.643691
1403638162.097268820,-1.808696,6.239947,2.652158
1403638162.143268824,-1.807257,6.271769,2.659554
1403638162.197268724,-1.803764,6.305297,2.666529
1403638162.244268894,-1.801147,6.338504,2.673756
1403638162.295268774,-1.796910,6.372892,2.682657
1403638162.344268799,-1.801504,6.439259,2.699018
1403638162.395268917,-1.795579,6.474444,2.711482
1403638162.445268869,-1.789006,6.509552,2.725075
1403638162.543268919,-1.774677,6.583263,2.751451
1403638162.597268820,-1.764171,6.620680,2.763223
1403638162.644268751,-1.754343,6.658167,2.773366
1403638162.696268797,-1.751606,6.728508,2.788601
1403638162.795268774,-1.727880,6.805797,2.806201
1403638162.844268799,-1.714518,6.844873,2.816918
1403638162.894268751,-1.700339,6.884746,2.829589
1403638162.945268869,-1.685507,6.924366,2.843952
1403638162.995268822,-1.669302,6.964896,2.860241
1403638163.043268919,-1.663143,7.044196,2.884903
1403638163.095268726,-1.643798,7.084581,2.904583
1403638163.143268824,-1.627334,7.127223,2.924699
