timestamp_s,x,y,z
1403636868.831881285,4.754916,-1.887866,0.962382
1403636868.931881189,4.758104,-1.894060,0.964515
1403636868.980881214,4.759980,-1.897494,0.964491
1403636869.032881260,4.760903,-1.900686,0.964770
1403636869.077881336,4.762826,-1.904117,0.965173
1403636869.128881216,4.762923,-1.906766,0.965832
1403636869.230881214,4.762994,-1.909661,0.967153
1403636869.380881310,4.763411,-1.913667,0.965888
1403636869.429881334,4.762133,-1.913969,0.965231
1403636869.478881359,4.761008,-1.913874,0.964521
1403636869.527881384,4.760852,-1.914069,0.963834
1403636869.577881336,4.759929,-1.913536,0.963365
1403636869.629881382,4.760203,-1.912703,0.962821
1403636869.678881168,4.760026,-1.910369,0.962552
1403636869.729881287,4.760553,-1.906223,0.962090
1403636869.777881384,4.760812,-1.900033,0.961647
1403636869.829881191,4.762237,-1.890890,0.961207
1403636869.879881382,4.763638,-1.878996,0.960664
1403636869.929881334,4.764796,-1.864986,0.960439
1403636869.978881359,4.766618,-1.849224,0.960407
1403636870.028881311,4.769230,-1.831329,0.960556
1403636870.079881191,4.772520,-1.811482,0.960719
1403636870.130881310,4.770499,-1.788500,0.961220
1403636870.230881214,4.775161,-1.740760,0.960134
1403636870.281881332,4.776728,-1.715600,0.959687
1403636870.331881285,4.778365,-1.690010,0.959594
1403636870.379881382,4.780719,-1.665155,0.959811
1403636870.428881168,4.783130,-1.639848,0.960257
1403636870.477881193,4.786278,-1.615097,0.960616
1403636870.530881405,4.785764,-1.588260,0.961054
1403636870.577881336,4.788975,-1.565506,0.960630
1403636870.677881241,4.795018,-1.522488,0.956905
1403636870.730881214,4.797544,-1.503604,0.954547
1403636870.780881405,4.799459,-1.486454,0.952200
1403636870.879881382,4.800354,-1.458490,0.949427
1403636870.930881262,4.802231,-1.448128,0.947612
1403636870.981881380,4.804404,-1.439844,0.944858
1403636871.032881260,4.806886,-1.434079,0.942331
1403636871.078881264,4.808820,-1.430273,0.940185
1403636871.130881310,4.810413,-1.427468,0.937700
1403636871.230881214,4.810526,-1.425098,0.932673
1403636871.281881332,4.809233,-1.425257,0.931017
1403636871.330881357,4.807555,-1.427157,0.930465
1403636871.380881310,4.806509,-1.431122,0.931588
1403636871.431881189,4.804956,-1.437035,0.933387
1403636871.477881193,4.803022,-1.444202,0.935210
1403636871.530881405,4.802968,-1.455489,0.936910
1403636871.579881191,4.800272,-1.468425,0.938541
1403636871.628881216,4.796794,-1.483768,0.940153
1403636871.729881287,4.787476,-1.521206,0.942830
1403636871.781881332,4.781864,-1.542662,0.944557
1403636871.831881285,4.776536,-1.566239,0.946492
1403636871.880881310,4.772735,-1.591251,0.948492
1403636871.979881287,4.760813,-1.642977,0.951209
1403636872.030881405,4.753428,-1.670521,0.951879
1403636872.080881357,4.745883,-1.697905,0.952149
1403636872.130881310,4.738912,-1.726090,0.952106
1403636872.180881262,4.731157,-1.752864,0.951571
1403636872.233881235,4.725214,-1.782727,0.950303
1403636872.277881384,4.717973,-1.807122,0.949276
1403636872.329881191,4.709931,-1.833063,0.947714
1403636872.430881262,4.695169,-1.880199,0.943653
1403636872.478881359,4.689842,-1.900776,0.941212
1403636872.530881405,4.683798,-1.920199,0.938702
1403636872.580881357,4.678554,-1.935006,0.936742
1403636872.630881310,4.676311,-1.947907,0.935447
1403636872.731881380,4.673112,-1.960754,0.935372
1403636872.830881357,4.675263,-1.961368,0.937247
1403636872.881881237,4.676638,-1.958389,0.938295
1403636872.931881189,4.679037,-1.952817,0.938877
1403636873.032881260,4.682049,-1.929859,0.939085
1403636873.078881264,4.684880,-1.914804,0.938373
1403636873.181881189,4.693204,-1.872104,0.936395
1403636873.232881308,4.698517,-1.847462,0.935421
1403636873.330881357,4.709995,-1.794853,0.933290
1403636873.378881216,4.711584,-1.764962,0.933096
1403636873.479881287,4.723979,-1.704755,0.932310
1403636873.529881239,4.730302,-1.674835,0.931497
1403636873.578881264,4.736232,-1.645448,0.930578
1403636873.631881237,4.743820,-1.616617,0.928885
1403636873.677881241,4.749261,-1.590513,0.927300
1403636873.729881287,4.755652,-1.564074,0.925123
1403636873.778881311,4.761692,-1.541347,0.922505
1403636873.830881357,4.767504,-1.518797,0.919444
1403636873.881881237,4.772976,-1.500362,0.916483
1403636873.931881189,4.778627,-1.484529,0.913610
1403636873.980881214,4.782133,-1.472460,0.911763
1403636874.030881405,4.786533,-1.464132,0.909628
1403636874.082881212,4.789054,-1.458641,0.907944
1403636874.130881310,4.789795,-1.455637,0.906550
1403636874.231881380,4.789468,-1.455886,0.904527
1403636874.279881239,4.788707,-1.458245,0.904178
1403636874.331881285,4.786423,-1.462539,0.904809
1403636874.379881382,4.783608,-1.468672,0.905751
1403636874.479881287,4.775866,-1.491017,0.907607
1403636874.531881332,4.769908,-1.506920,0.908351
1403636874.579881191,4.764126,-1.525393,0.909103
1403636874.630881310,4.757138,-1.547427,0.910089
1403636874.678881168,4.750118,-1.569308,0.911330
1403636874.731881380,4.741380,-1.596105,0.912933
1403636874.777881384,4.735709,-1.622446,0.913622
1403636874.830881357,4.727220,-1.653258,0.913987
1403636874.878881216,4.719676,-1.680577,0.913680
1403636874.980881214,4.701718,-1.738015,0.911038
1403636875.031881332,4.693608,-1.764800,0.908859
1403636875.079881191,4.685558,-1.788310,0.907117
1403636875.129881382,4.678089,-1.809934,0.905239
1403636875.232881308,4.667643,-1.846762,0.902403
1403636875.278881311,4.663097,-1.860558,0.901240
1403636875.330881357,4.658419,-1.874532,0.899973
1403636875.381881237,4.656331,-1.887158,0.898058
1403636875.432881355,4.654581,-1.898819,0.895970
1403636875.477881193,4.658319,-1.910125,0.893323
1403636875.530881405,4.659410,-1.920085,0.891327
1403636875.630881310,4.670637,-1.936877,0.888568
1403636875.731881380,4.691576,-1.946537,0.887541
1403636875.779881239,4.705983,-1.948621,0.887586
1403636875.830881357,4.739663,-1.956178,0.885655
1403636875.880881310,4.766066,-1.957922,0.884815
1403636875.932881355,4.788407,-1.956487,0.884709
1403636875.980881214,4.804596,-1.951539,0.885000
1403636876.030881405,4.823496,-1.945185,0.885263
1403636876.077881336,4.842672,-1.938144,0.885809
1403636876.129881382,4.861985,-1.928285,0.887480
1403636876.179881334,4.882071,-1.916457,0.889600
1403636876.231881380,4.900036,-1.901842,0.892588
1403636876.281881332,4.917029,-1.886657,0.895373
1403636876.329881191,4.937122,-1.871178,0.896888
1403636876.379881382,4.947329,-1.850407,0.898821
1403636876.477881193,4.959730,-1.802505,0.899669
1403636876.531881332,4.962716,-1.773147,0.898799
1403636876.581881285,4.964341,-1.744028,0.897572
1403636876.630881310,4.961708,-1.714517,0.896548
1403636876.678881168,4.955916,-1.684807,0.896433
1403636876.729881287,4.932036,-1.649026,0.897877
1403636876.779881239,4.919642,-1.619417,0.898342
1403636876.830881357,4.905451,-1.591784,0.898987
1403636876.930881262,4.870481,-1.546754,0.901206
1403636876.979881287,4.850105,-1.531380,0.902045
1403636877.030881405,4.828164,-1.520735,0.902387
1403636877.080881357,4.781790,-1.508119,0.905036
1403636877.130881310,4.761457,-1.508362,0.903524
1403636877.281881332,4.644613,-1.520181,0.905005
1403636877.429881334,4.597909,-1.591005,0.900832
1403636877.479881287,4.574046,-1.616800,0.901621
1403636877.578881264,4.544513,-1.677918,0.901999
1403636877.630881310,4.533484,-1.710108,0.901311
1403636877.730881214,4.525812,-1.771370,0.898881
1403636877.779881239,4.526129,-1.800290,0.897470
1403636877.830881357,4.530324,-1.827307,0.896128
1403636877.880881310,4.538912,-1.851368,0.895093
1403636877.929881334,4.550483,-1.873370,0.894329
1403636877.980881214,4.584032,-1.901901,0.890964
1403636878.079881191,4.617459,-1.933493,0.888406
1403636878.131881237,4.636411,-1.945036,0.886587
1403636878.182881355,4.657761,-1.953296,0.884228
1403636878.231881380,4.678648,-1.957422,0.881796
1403636878.329881191,4.744503,-1.964422,0.873714
1403636878.432881355,4.777129,-1.939531,0.870343
1403636878.480881214,4.809496,-1.930797,0.866594
1403636878.531881332,4.829663,-1.912197,0.864596
1403636878.580881357,4.847482,-1.891296,0.863538
1403636878.630881310,4.865225,-1.867649,0.863157
1403636878.681881189,4.880296,-1.842588,0.864226
1403636878.730881214,4.892416,-1.816697,0.866336
1403636878.780881405,4.902666,-1.789948,0.869441
1403636878.834881306,4.905981,-1.758602,0.873681
1403636878.883881330,4.907325,-1.729369,0.878195
1403636878.983881235,4.906957,-1.671818,0.886171
1403636879.032881260,4.904229,-1.643258,0.889190
1403636879.079881191,4.898293,-1.617226,0.891297
1403636879.133881330,4.890654,-1.589492,0.893144
1403636879.230881214,4.854336,-1.540013,0.898571
1403636879.279881239,4.841250,-1.522304,0.901225
1403636879.331881285,4.827225,-1.507664,0.904307
1403636879.379881382,4.811036,-1.496591,0.907542
1403636879.434881210,4.793688,-1.489138,0.910546
1403636879.481881380,4.776026,-1.486100,0.913580
1403636879.534881353,4.758267,-1.486624,0.916296
1403636879.581881285,4.739415,-1.490601,0.919004
1403636879.634881258,4.714341,-1.497663,0.922171
1403636879.734881401,4.672051,-1.522953,0.928296
1403636879.784881353,4.655932,-1.540942,0.931460
1403636879.834881306,4.643454,-1.563583,0.934635
1403636879.879881382,4.632049,-1.585783,0.937799
1403636879.934881210,4.621526,-1.614206,0.940857
1403636880.030881405,4.610650,-1.666959,0.944140
1403636880.080881357,4.608761,-1.693095,0.945283
1403636880.131881237,4.622409,-1.722826,0.945038
1403636880.181881189,4.630424,-1.744753,0.945978
1403636880.231881380,4.640737,-1.763313,0.946995
1403636880.281881332,4.654955,-1.777249,0.948230
1403636880.332881212,4.672784,-1.787267,0.949211
1403636880.380881310,4.691339,-1.792637,0.950440
1403636880.431881189,4.711098,-1.794862,0.951739
1403636880.482881308,4.762214,-1.806863,0.949327
1403636880.583881378,4.799925,-1.802633,0.954901
1403636880.634881258,4.821632,-1.803347,0.959301
1403636880.683881283,4.843431,-1.806678,0.963826
1403636880.732881308,4.866054,-1.813519,0.968349
1403636880.782881260,4.886580,-1.823043,0.972735
1403636880.833881378,4.903976,-1.835016,0.976563
1403636880.881881237,4.918589,-1.848511,0.979898
1403636880.981881380,4.950468,-1.887285,0.983302
1403636881.031881332,4.953531,-1.904965,0.984740
1403636881.080881357,4.955167,-1.923285,0.985672
1403636881.133881330,4.952989,-1.942896,0.986460
1403636881.183881283,4.948201,-1.960725,0.987249
1403636881.234881401,4.941323,-1.978177,0.987955
1403636881.283881187,4.927365,-1.991561,0.988808
1403636881.333881378,4.914600,-2.004415,0.989229
1403636881.433881283,4.886617,-2.022620,0.990507
1403636881.484881401,4.869951,-2.026406,0.991792
1403636881.580881357,4.835483,-2.023441,0.993887
1403636881.632881403,4.799510,-2.008467,0.996129
1403636881.731881380,4.768059,-1.984559,0.995583
1403636881.780881405,4.749587,-1.966108,0.995384
1403636881.831881285,4.732808,-1.943135,0.993852
1403636881.882881403,4.717940,-1.917830,0.991630
1403636881.930881262,4.706274,-1.892289,0.988756
1403636881.982881308,4.675978,-1.856644,0.987285
1403636882.033881187,4.668263,-1.828460,0.983119
1403636882.080881357,4.661125,-1.801321,0.979193
1403636882.182881355,4.657408,-1.746008,0.969421
1403636882.232881308,4.659316,-1.719081,0.964221
1403636882.283881187,4.662725,-1.696118,0.958006
1403636882.332881212,4.670994,-1.676781,0.950665
1403636882.381881237,4.680757,-1.661776,0.942760
1403636882.481881380,4.703069,-1.644572,0.927063
1403636882.532881260,4.713670,-1.642032,0.919326
1403636882.582881212,4.722832,-1.643608,0.911655
1403636882.634881258,4.730802,-1.648495,0.903742
1403636882.680881262,4.742912,-1.656950,0.896321
1403636882.729881287,4.745874,-1.664356,0.889690
1403636882.780881405,4.744326,-1.672592,0.883591
1403636882.830881357,4.739476,-1.681043,0.877522
1403636882.932881355,4.727729,-1.693417,0.862595
1403636882.981881380,4.720281,-1.698547,0.852878
1403636883.032881260,4.711630,-1.703258,0.841372
1403636883.080881357,4.695664,-1.704512,0.830305
1403636883.129881382,4.685349,-1.707348,0.818038
1403636883.231881380,4.663511,-1.712442,0.792161
1403636883.281881332,4.654045,-1.715671,0.780284
1403636883.332881212,4.644382,-1.719143,0.768018
1403636883.381881237,4.636004,-1.722442,0.756923
1403636883.433881283,4.624933,-1.724273,0.746060
1403636883.483881235,4.619185,-1.726685,0.736269
1403636883.533881187,4.613968,-1.728204,0.727811
1403636883.632881403,4.605932,-1.729362,0.714814
1403636883.733881235,4.602145,-1.729775,0.706254
1403636883.784881353,4.599440,-1.729617,0.702785
1403636883.833881378,4.596867,-1.729368,0.699896
1403636883.879881382,4.595362,-1.729505,0.697772
1403636883.932881355,4.594001,-1.729431,0.696018
1403636883.979881287,4.592824,-1.728676,0.693860
1403636884.030881405,4.591821,-1.727419,0.691624
1403636884.079881191,4.590680,-1.726579,0.689498
1403636884.131881237,4.590377,-1.726597,0.687822
1403636884.231881380,4.590683,-1.724922,0.685993
1403636884.280881405,4.592004,-1.723694,0.684740
1403636884.332881212,4.592884,-1.724083,0.684417
1403636884.379881382,4.592881,-1.724048,0.684331
1403636884.430881262,4.594676,-1.724890,0.684020
1403636884.482881308,4.595525,-1.725408,0.683799
1403636884.581881285,4.595543,-1.725287,0.683647
1403636884.631881237,4.596453,-1.725683,0.683511
1403636884.680881262,4.596469,-1.725632,0.683489
1403636884.731881380,4.596449,-1.725689,0.683498
1403636884.781881332,4.595539,-1.725304,0.683656
1403636884.832881212,4.595536,-1.725294,0.683618
1403636884.932881355,4.596483,-1.725590,0.683479
1403636884.980881214,4.596461,-1.725651,0.683485
1403636885.034881353,4.595540,-1.725291,0.683634
1403636885.082881212,4.596461,-1.725647,0.683476
1403636885.134881258,4.595549,-1.725269,0.683642
1403636885.232881308,4.595538,-1.725297,0.683638
1403636885.283881187,4.596472,-1.725620,0.683483
1403636885.334881306,4.596453,-1.725657,0.683453
1403636885.383881330,4.595534,-1.725296,0.683615
1403636885.433881283,4.595533,-1.725302,0.683619
1403636885.479881287,4.595510,-1.725353,0.683600
1403636885.531881332,4.595532,-1.725317,0.683644
1403636885.581881285,4.595514,-1.725394,0.683705
1403636885.630881310,4.595521,-1.725365,0.683684
1403636885.731881380,4.595537,-1.725342,0.683727
1403636885.779881239,4.595553,-1.725288,0.683706
1403636885.831881285,4.595544,-1.725316,0.683710
1403636885.882881403,4.595522,-1.725365,0.683692
1403636885.982881308,4.595535,-1.725341,0.683713
1403636886.032881260,4.595541,-1.725328,0.683719
1403636886.086881399,4.595563,-1.725264,0.683706
1403636886.132881403,4.595550,-1.725314,0.683740
1403636886.180881262,4.595532,-1.725335,0.683687
1403636886.232881308,4.595535,-1.725321,0.683671
1403636886.280881405,4.595551,-1.725298,0.683714
1403636886.332881212,4.595555,-1.725289,0.683720
1403636886.380881310,4.595554,-1.725289,0.683713
1403636886.480881214,4.595552,-1.725280,0.683681
1403636886.529881239,4.595551,-1.725314,0.683745
1403636886.580881357,4.595563,-1.725276,0.683738
1403636886.631881237,4.595561,-1.725284,0.683740
1403636886.732881308,4.595563,-1.725286,0.683757
1403636886.781881332,4.595577,-1.725273,0.683805
1403636886.830881357,4.595576,-1.725273,0.683802
1403636886.881881237,4.595585,-1.725240,0.683784
1403636886.932881355,4.595586,-1.725252,0.683813
1403636886.982881308,4.595589,-1.725243,0.683808
1403636887.031881332,4.595561,-1.725284,0.683738
1403636887.082881212,4.595573,-1.725269,0.683779
1403636887.182881355,4.595566,-1.725281,0.683762
1403636887.229881287,4.595568,-1.725279,0.683766
1403636887.279881239,4.595584,-1.725245,0.683785
1403636887.331881285,4.595596,-1.725230,0.683822
1403636887.381881237,4.595594,-1.725257,0.683871
1403636887.482881308,4.595600,-1.725225,0.683835
1403636887.531881332,4.595591,-1.725248,0.683834
1403636887.580881357,4.595597,-1.725220,0.683807
1403636887.630881310,4.595591,-1.725229,0.683790
1403636887.679881334,4.595575,-1.725274,0.683801
1403636887.731881380,4.595606,-1.725191,0.683797
1403636887.779881239,4.595601,-1.725250,0.683894
1403636887.834881306,4.595573,-1.725272,0.683782
1403636887.883881330,4.595589,-1.725234,0.683795
1403636887.934881210,4.595584,-1.725261,0.683821
1403636887.982881308,4.595599,-1.725216,0.683811
1403636888.032881260,4.595593,-1.725226,0.683797
1403636888.082881212,4.595560,-1.725291,0.683748
1403636888.131881237,4.595606,-1.725189,0.683791
1403636888.234881401,4.595574,-1.725270,0.683785
1403636888.331881285,4.595565,-1.725275,0.683743
1403636888.381881237,4.595609,-1.725217,0.683870
1403636888.431881189,4.595586,-1.725240,0.683788
1403636888.480881214,4.595566,-1.725278,0.683754
1403636888.531881332,4.595602,-1.725214,0.683823
1403636888.632881403,4.595598,-1.725226,0.683825
1403636888.682881355,4.595565,-1.725282,0.683758
1403636888.731881380,4.595585,-1.725229,0.683758
1403636888.782881260,4.595591,-1.725259,0.683852
1403636888.834881306,4.595579,-1.725240,0.683747
1403636888.885881186,4.595570,-1.725280,0.683785
1403636888.981881380,4.595579,-1.725247,0.683762
1403636889.080881357,4.595574,-1.725266,0.683775
1403636889.134881258,4.595573,-1.725266,0.683766
1403636889.181881189,4.595592,-1.725262,0.683867
1403636889.280881405,4.595559,-1.725293,0.683746
1403636889.330881357,4.595582,-1.725259,0.683807
1403636889.381881237,4.595573,-1.725273,0.683786
1403636889.431881189,4.595580,-1.725265,0.683808
1403636889.483881235,4.595558,-1.725283,0.683723
1403636889.533881187,4.595566,-1.725277,0.683756
1403636889.633881330,4.595573,-1.725272,0.683785
1403636889.732881308,4.595561,-1.725288,0.683746
1403636889.780881405,4.595573,-1.725293,0.683826
1403636889.830881357,4.595572,-1.725296,0.683826
1403636889.880881310,4.595570,-1.725282,0.683788
1403636889.931881189,4.596491,-1.725646,0.683644
1403636889.980881214,4.596499,-1.725615,0.683623
1403636890.033881187,4.595586,-1.725277,0.683868
1403636890.082881212,4.595562,-1.725301,0.683779
1403636890.132881403,4.595573,-1.725285,0.683810
1403636890.181881189,4.596501,-1.725637,0.683679
1403636890.232881308,4.596489,-1.725662,0.683666
1403636890.283881187,4.596490,-1.725653,0.683656
1403636890.382881403,4.595563,-1.725314,0.683817
1403636890.432881355,4.596508,-1.725628,0.683704
1403636890.480881214,4.596497,-1.725629,0.683644
1403636890.580881357,4.595574,-1.725309,0.683867
1403636890.630881310,4.596494,-1.725651,0.683672
1403636890.730881214,4.596490,-1.725650,0.683646
1403636890.782881260,4.596495,-1.725648,0.683670
1403636890.831881285,4.596493,-1.725652,0.683669
1403636890.880881310,4.596480,-1.725681,0.683658
1403636890.931881189,4.596482,-1.725672,0.683652
1403636890.981881380,4.596487,-1.725667,0.683668
1403636891.030881405,4.596497,-1.725642,0.683668
1403636891.081881285,4.596461,-1.725717,0.683623
1403636891.180881262,4.596501,-1.725648,0.683707
1403636891.233881235,4.596488,-1.725658,0.683652
1403636891.283881187,4.596498,-1.725659,0.683711
1403636891.332881212,4.596475,-1.725686,0.683641
1403636891.382881403,4.596490,-1.725658,0.683663
1403636891.483881235,4.596493,-1.725643,0.683648
1403636891.533881187,4.596488,-1.725657,0.683652
1403636891.582881212,4.596488,-1.725668,0.683675
1403636891.635881186,4.596501,-1.725638,0.683686
1403636891.731881380,4.596484,-1.725665,0.683649
1403636891.782881260,4.596504,-1.725631,0.683687
1403636891.832881212,4.596481,-1.725675,0.683648
1403636891.879881382,4.596506,-1.725617,0.683669
1403636891.930881262,4.596487,-1.725667,0.683668
1403636891.982881308,4.596480,-1.725669,0.683629
1403636892.034881353,4.596485,-1.725663,0.683644
1403636892.082881212,4.596489,-1.725672,0.683691
1403636892.182881355,4.596482,-1.725682,0.683669
1403636892.232881308,4.596523,-1.725580,0.683688
1403636892.279881239,4.596484,-1.725675,0.683668
1403636892.332881212,4.596498,-1.725640,0.683670
1403636892.379881382,4.596487,-1.725660,0.683653
1403636892.479881287,4.596515,-1.725617,0.683716
1403636892.532881260,4.596462,-1.725748,0.683695
1403636892.580881357,4.596512,-1.725613,0.683693
1403636892.630881310,4.596473,-1.725727,0.683714
1403636892.679881334,4.596508,-1.725636,0.683716
1403636892.730881214,4.596496,-1.725661,0.683702
1403636892.779881239,4.596483,-1.725678,0.683668
1403636892.833881378,4.596492,-1.725672,0.683707
1403636892.931881189,4.596495,-1.725671,0.683723
1403636892.982881308,4.596488,-1.725686,0.683712
1403636893.034881353,4.596478,-1.725716,0.683720
1403636893.083881378,4.596482,-1.725703,0.683713
1403636893.132881403,4.596489,-1.725682,0.683712
1403636893.234881401,4.596493,-1.725673,0.683715
1403636893.283881187,4.596500,-1.725656,0.683714
1403636893.334881306,4.596497,-1.725663,0.683714
1403636893.380881310,4.596508,-1.725640,0.683727
1403636893.432881355,4.596491,-1.725668,0.683692
1403636893.480881214,4.596497,-1.725663,0.683713
1403636893.530881405,4.596494,-1.725670,0.683713
1403636893.581881285,4.596488,-1.725675,0.683690
1403636893.631881237,4.596489,-1.725675,0.683697
1403636893.731881380,4.596507,-1.725643,0.683730
1403636893.782881260,4.596497,-1.725652,0.683694
1403636893.832881212,4.596486,-1.725692,0.683713
1403636893.882881403,4.596493,-1.725664,0.683693
1403636893.979881287,4.596500,-1.725659,0.683721
1403636894.032881260,4.596487,-1.725676,0.683683
1403636894.079881191,4.596486,-1.725676,0.683681
1403636894.130881310,4.596493,-1.725646,0.683655
1403636894.180881262,4.595576,-1.725323,0.683907
1403636894.231881380,4.596498,-1.725641,0.683674
1403636894.280881405,4.596474,-1.725683,0.683629
1403636894.330881357,4.596499,-1.725657,0.683713
1403636894.380881310,4.596512,-1.725605,0.683674
1403636894.482881308,4.596466,-1.725702,0.683619
1403636894.532881260,4.596496,-1.725640,0.683660
